Filename                                      Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
Chap64/SpanTreeStEph.rs                            87                 2    97.70%           3                 0   100.00%          39                 1    97.44%           0                 0         -
Chap64/TSPApproxMtEph.rs                          176                 5    97.16%           7                 0   100.00%         107                 3    97.20%           0                 0         -
Chap64/TSPApproxStEph.rs                          176                 5    97.16%           7                 0   100.00%         107                 3    97.20%           0                 0         -
Chap65/KruskalStEph.rs                             72                 1    98.61%           4                 0   100.00%          37                 0   100.00%           0                 0         -
Chap65/PrimStEph.rs                               146                 9    93.84%           8                 1    87.50%          77                 4    94.81%           0                 0         -
Chap65/UnionFindStEph.rs                          203               104    48.77%          13                 7    46.15%          98                49    50.00%           0                 0         -
Chap66/BoruvkaMtEph.rs                            369                 8    97.83%          15                 2    86.67%         177                 6    96.61%           0                 0         -
Chap66/BoruvkaStEph.rs                            211                 4    98.10%           7                 2    71.43%          97                 2    97.94%           0                 0         -
Types.rs                                          177                16    90.96%          39                 3    92.31%          79                 8    89.87%           0                 0         -
main.rs                                             4                 4     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
TOTAL                                           46673              4896    89.51%        3825               416    89.12%       24794              2520    89.84%           0                 0         -


Errors/Warnings:
warning: --no-run is deprecated, use `cargo llvm-cov report` subcommand instead
warning: 753 functions have mismatched data
